SEQN,age,education,male,female
33880,29,4,0,1
33881,29,2,1,0
33885,40,5,0,1
33892,70,3,0,1
33894,63,4,0,1
33895,64,4,0,1
33899,30,4,0,1
33901,42,4,1,0
33904,57,1,0,1
33906,46,2,1,0
33907,26,4,0,1
33908,21,1,1,0
33910,42,5,1,0
33913,54,2,0,1
33915,85,4,1,0
33916,69,3,0,1
33917,51,2,1,0
33918,31,4,0,1
33921,83,2,0,1
33922,83,3,0,1
33923,50,4,1,0
33924,24,2,0,1
33925,71,5,0,1
33928,67,3,1,0
33929,54,4,1,0
33930,74,3,1,0
33931,35,5,0,1
33932,28,4,1,0
33934,57,4,1,0
33935,25,4,1,0
33938,67,5,0,1
33941,81,3,0,1
33943,20,2,1,0
33945,65,2,1,0
33947,64,5,1,0
33949,54,4,1,0
33950,83,2,0,1
33952,21,1,1,0
33954,30,5,0,1
33955,41,4,0,1
33959,81,2,0,1
33960,59,2,0,1
33961,78,4,1,0
33963,21,4,0,1
33965,50,4,1,0
33966,20,4,0,1
33967,24,5,1,0
33971,64,3,0,1
33972,65,4,1,0
33974,25,4,0,1
33978,48,4,0,1
33979,83,2,1,0
33981,20,4,0,1
33982,85,3,0,1
33983,30,5,0,1
33984,63,4,0,1
33988,23,2,0,1
33990,82,4,1,0
33992,20,4,1,0
33998,46,4,0,1
34000,23,2,0,1
34002,21,3,1,0
34004,46,3,1,0
34006,81,5,1,0
34012,82,1,0,1
34015,76,3,0,1
34016,85,1,0,1
34017,30,5,0,1
34020,25,2,1,0
34021,23,3,0,1
34023,24,3,1,0
34029,50,1,0,1
34031,85,3,0,1
34037,20,4,1,0
34040,84,4,0,1
34041,22,3,0,1
34042,54,4,0,1
34043,20,4,0,1
34046,48,3,1,0
34047,57,5,1,0
34050,74,1,0,1
34051,36,4,1,0
34052,22,3,1,0
34058,71,3,1,0
34060,70,4,0,1
34062,67,5,0,1
34064,81,5,0,1
34065,24,5,0,1
34068,20,3,1,0
34069,62,5,0,1
34070,35,3,1,0
34073,39,5,0,1
34074,41,4,1,0
34078,37,4,1,0
34079,70,1,1,0
34080,44,5,1,0
34083,54,2,0,1
34084,65,3,1,0
34086,64,1,1,0
34087,81,3,1,0
34088,36,4,0,1
34090,65,2,1,0
34091,69,5,1,0
34092,55,4,1,0
34093,22,1,0,1
34096,82,1,1,0
34100,23,3,0,1
34101,26,4,0,1
34107,62,5,0,1
34108,25,3,1,0
34109,47,4,1,0
34111,44,3,1,0
34114,69,3,1,0
34118,39,4,1,0
34120,35,4,1,0
34122,73,3,1,0
34123,43,5,1,0
34127,85,4,1,0
34128,51,3,1,0
34129,33,1,0,1
34130,38,2,0,1
34131,27,1,0,1
34132,27,4,0,1
34133,61,3,1,0
34135,77,1,1,0
34136,29,4,1,0
34138,78,4,0,1
34141,26,5,1,0
34144,46,5,1,0
34145,54,3,1,0
34148,69,3,0,1
34150,64,3,1,0
34152,50,2,0,1
34155,38,5,0,1
34159,73,3,0,1
34161,31,1,0,1
34162,30,1,0,1
34163,21,4,1,0
34165,52,3,0,1
34167,81,1,0,1
34168,26,4,1,0
34169,26,5,0,1
34173,78,3,1,0
34176,45,1,0,1
34180,46,2,0,1
34183,44,3,0,1
34184,60,1,1,0
34186,60,3,0,1
34202,64,4,0,1
34203,52,4,1,0
34205,47,3,1,0
34206,32,4,0,1
34207,46,5,1,0
34208,38,1,1,0
34209,58,3,0,1
34210,60,2,1,0
34212,50,2,0,1
34213,78,5,1,0
34214,33,4,1,0
34219,26,5,0,1
34220,50,3,1,0
34223,60,1,1,0
34226,24,5,0,1
34227,27,3,0,1
34228,53,4,0,1
34231,44,5,1,0
34233,81,1,1,0
34234,65,1,1,0
34235,43,4,0,1
34236,23,1,0,1
34240,33,2,0,1
34244,64,1,0,1
34245,51,3,1,0
34248,83,3,0,1
34249,81,3,0,1
34250,48,5,1,0
34254,51,2,0,1
34256,48,1,1,0
34262,36,4,1,0
34266,76,1,1,0
34267,49,5,1,0
34268,25,2,0,1
34269,37,3,0,1
34270,22,4,0,1
34272,29,3,1,0
34273,35,5,1,0
34274,38,4,1,0
34281,83,3,1,0
34283,44,3,0,1
34284,57,4,1,0
34288,83,1,1,0
34289,61,3,1,0
34291,26,2,1,0
34292,49,5,0,1
34293,75,2,0,1
34295,28,5,1,0
34296,51,5,1,0
34297,26,5,1,0
34300,81,3,1,0
34302,21,4,0,1
34303,49,1,1,0
34305,36,2,0,1
34306,67,3,0,1
34307,23,2,1,0
34310,40,2,0,1
34311,48,2,1,0
34312,42,5,0,1
34313,78,3,1,0
34314,32,5,1,0
34319,63,1,1,0
34320,22,3,1,0
34325,34,2,1,0
34326,44,4,0,1
34327,82,1,0,1
34329,80,3,0,1
34333,44,3,1,0
34335,26,3,1,0
34336,35,5,1,0
34338,41,5,1,0
34343,33,4,0,1
34344,50,5,0,1
34345,23,4,1,0
34346,61,1,1,0
34348,67,1,1,0
34353,64,3,0,1
34354,34,5,1,0
34355,33,3,1,0
34356,48,3,1,0
34358,27,3,0,1
34361,85,1,0,1
34363,25,1,1,0
34365,31,4,1,0
34369,63,2,0,1
34370,25,5,0,1
34371,35,5,0,1
34373,55,4,0,1
34374,34,1,0,1
34375,75,3,0,1
34377,24,2,0,1
34379,85,2,0,1
34380,56,1,0,1
34383,34,5,0,1
34387,34,2,1,0
34391,38,4,1,0
34393,69,3,1,0
34394,35,2,1,0
34395,41,5,1,0
34396,69,2,0,1
34398,45,3,1,0
34401,30,4,1,0
34402,28,3,0,1
34405,57,5,1,0
34406,31,4,0,1
34408,56,5,1,0
34410,29,5,0,1
34411,49,4,0,1
34415,35,4,1,0
34418,63,3,1,0
34419,60,1,1,0
34423,58,4,0,1
34424,27,3,0,1
34427,74,1,0,1
34434,26,2,0,1
34435,70,4,0,1
34437,37,4,0,1
34438,25,3,1,0
34443,20,3,1,0
34444,29,4,1,0
34450,49,3,1,0
34454,35,3,1,0
34456,36,5,0,1
34457,44,4,0,1
34459,24,4,1,0
34461,65,1,0,1
34462,85,5,0,1
34463,36,3,1,0
34465,47,4,0,1
34467,42,5,0,1
34468,47,5,0,1
34469,22,4,0,1
34470,60,5,1,0
34472,45,3,1,0
34474,34,5,1,0
34477,70,5,0,1
34479,32,3,0,1
34482,25,4,0,1
34483,62,5,1,0
34490,33,2,0,1
34496,31,5,0,1
34497,80,3,1,0
34499,45,2,1,0
34500,48,2,1,0
34501,44,5,0,1
34502,56,5,0,1
34504,58,3,0,1
34507,61,1,1,0
34509,39,4,0,1
34514,63,5,1,0
34515,36,4,0,1
34518,48,5,1,0
34520,34,4,0,1
34523,43,4,1,0
34528,85,1,1,0
34530,41,5,1,0
34531,81,1,1,0
34534,52,5,1,0
34535,77,5,1,0
34538,76,3,1,0
34540,46,4,0,1
34542,31,3,0,1
34543,67,3,1,0
34546,23,5,0,1
34547,54,2,0,1
34548,22,2,1,0
34550,20,2,0,1
34551,73,4,0,1
34553,47,5,1,0
34555,43,3,1,0
34557,62,2,1,0
34561,71,3,0,1
34562,39,4,1,0
34563,26,5,0,1
34564,38,4,0,1
34566,39,4,1,0
34569,69,5,1,0
34570,80,2,0,1
34571,29,5,0,1
34572,82,1,1,0
34573,66,5,1,0
34574,57,4,0,1
34575,69,5,1,0
34577,38,3,1,0
34578,55,3,1,0
34579,40,4,1,0
34581,53,3,1,0
34582,61,2,1,0
34584,68,3,0,1
34586,65,3,1,0
34590,62,3,0,1
34591,31,5,0,1
34594,76,1,1,0
34595,39,4,1,0
34596,79,2,0,1
34597,41,5,1,0
34599,28,2,0,1
34603,43,3,1,0
34604,25,2,1,0
34605,53,5,1,0
34606,31,2,0,1
34607,63,3,0,1
34608,45,4,0,1
34609,29,4,1,0
34611,20,3,0,1
34612,35,1,1,0
34613,69,3,1,0
34614,23,4,0,1
34615,54,5,0,1
34618,39,4,0,1
34620,67,3,0,1
34621,30,3,0,1
34623,32,4,0,1
34625,74,5,0,1
34627,56,3,1,0
34630,41,1,1,0
34631,36,5,0,1
34633,70,3,1,0
34637,48,2,1,0
34640,24,3,1,0
34641,45,2,0,1
34642,54,4,1,0
34643,39,1,1,0
34644,38,2,0,1
34647,70,2,0,1
34649,64,3,1,0
34650,21,5,0,1
34653,34,2,0,1
34656,65,5,1,0
34661,45,2,1,0
34662,44,2,0,1
34663,69,2,0,1
34664,80,1,1,0
34667,23,3,0,1
34669,40,3,1,0
34671,20,4,0,1
34673,58,2,0,1
34674,80,2,0,1
34675,78,3,0,1
34681,39,4,0,1
34683,44,3,1,0
34687,34,4,0,1
34694,81,3,0,1
34696,25,5,1,0
34697,46,2,0,1
34700,52,4,1,0
34703,61,5,1,0
34704,85,2,0,1
34705,22,4,0,1
34707,69,4,0,1
34709,80,1,1,0
34710,50,5,0,1
34711,76,1,0,1
34712,20,2,0,1
34713,72,5,1,0
34715,76,3,0,1
34716,62,4,1,0
34717,42,5,1,0
34718,55,5,0,1
34719,24,2,0,1
34722,25,3,0,1
34723,21,3,0,1
34724,39,4,0,1
34726,67,3,0,1
34727,29,3,1,0
34728,44,5,1,0
34729,63,4,1,0
34731,49,5,0,1
34733,27,3,0,1
34734,55,1,0,1
34735,26,5,0,1
34737,21,4,0,1
34739,21,2,0,1
34740,42,3,0,1
34742,40,3,1,0
34743,53,5,0,1
34744,32,1,0,1
34745,61,3,0,1
34747,30,3,0,1
34752,22,1,0,1
34754,42,4,1,0
34756,66,1,1,0
34759,49,3,1,0
34761,52,1,0,1
34762,62,5,1,0
34768,38,4,1,0
34769,70,5,0,1
34771,60,3,0,1
34774,62,2,0,1
34776,50,2,1,0
34777,74,1,0,1
34779,67,4,0,1
34781,48,4,0,1
34782,85,2,0,1
34785,53,4,1,0
34786,39,5,1,0
34788,85,1,1,0
34790,40,3,1,0
34792,20,4,0,1
34795,44,5,1,0
34797,41,5,1,0
34798,34,5,0,1
34799,28,3,0,1
34805,31,4,1,0
34807,59,4,0,1
34808,56,4,0,1
34812,63,1,1,0
34813,62,4,0,1
34816,84,2,1,0
34819,74,3,0,1
34820,81,2,0,1
34822,46,4,1,0
34823,25,1,0,1
34824,34,3,0,1
34827,54,3,0,1
34828,21,4,1,0
34831,34,4,1,0
34837,39,3,0,1
34838,31,3,0,1
34839,29,4,1,0
34843,79,2,1,0
34844,65,2,0,1
34845,29,2,1,0
34848,23,2,1,0
34849,71,2,0,1
34850,71,3,1,0
34851,56,2,1,0
34855,76,2,0,1
34856,50,3,1,0
34857,85,3,1,0
34858,37,4,0,1
34864,54,1,1,0
34867,23,4,1,0
34869,29,4,0,1
34870,38,4,1,0
34873,73,1,1,0
34874,57,4,0,1
34875,51,3,0,1
34877,54,3,1,0
34881,26,5,0,1
34882,28,5,0,1
34885,40,5,0,1
34886,43,1,0,1
34887,52,4,0,1
34890,70,2,0,1
34893,38,4,1,0
34897,45,3,0,1
34899,84,4,0,1
34901,53,4,1,0
34903,39,3,1,0
34904,61,2,1,0
34905,57,4,0,1
34906,44,5,0,1
34908,47,5,1,0
34910,85,1,1,0
34911,70,4,0,1
34913,81,4,0,1
34914,28,5,0,1
34915,41,4,1,0
34919,28,2,0,1
34921,34,5,0,1
34922,40,5,0,1
34925,35,5,1,0
34928,85,5,1,0
34929,21,2,1,0
34934,66,3,0,1
34935,42,5,1,0
34939,35,4,0,1
34941,39,5,1,0
34945,24,4,0,1
34946,48,5,1,0
34947,29,3,0,1
34952,25,3,0,1
34955,34,5,0,1
34956,45,1,1,0
34960,76,3,0,1
34962,54,5,1,0
34965,59,1,0,1
34966,25,1,1,0
34974,64,2,1,0
34975,63,5,1,0
34977,23,4,0,1
34985,30,3,0,1
34986,22,3,1,0
34987,25,4,1,0
34988,71,2,0,1
34990,34,2,1,0
34993,36,3,1,0
34994,65,1,0,1
34995,60,1,0,1
34996,50,4,1,0
34997,78,2,1,0
34998,31,4,0,1
34999,25,2,1,0
35001,33,3,0,1
35002,24,4,0,1
35004,69,3,1,0
35007,46,1,0,1
35009,25,4,0,1
35010,38,5,0,1
35012,54,4,1,0
35013,55,2,0,1
35015,28,5,0,1
35017,56,1,1,0
35018,66,2,0,1
35021,34,4,1,0
35022,29,5,0,1
35023,48,2,1,0
35027,25,4,0,1
35029,45,5,0,1
35031,46,4,0,1
35032,73,4,0,1
35035,49,2,1,0
35038,37,5,0,1
35041,76,4,0,1
35042,23,2,0,1
35045,24,1,0,1
35047,36,2,0,1
35048,31,5,0,1
35050,55,1,1,0
35051,25,4,0,1
35053,80,5,0,1
35055,46,4,0,1
35056,35,4,0,1
35058,32,5,0,1
35061,71,5,1,0
35062,46,2,1,0
35063,46,4,1,0
35066,66,2,1,0
35067,54,4,1,0
35071,64,1,0,1
35076,29,4,1,0
35077,50,3,0,1
35078,47,2,0,1
35079,84,2,0,1
35080,52,3,1,0
35081,49,5,1,0
35082,23,1,1,0
35084,32,3,0,1
35085,32,5,0,1
35087,60,5,0,1
35091,36,5,0,1
35092,72,5,0,1
35094,62,5,1,0
35097,32,3,0,1
35099,80,2,1,0
35100,60,1,0,1
35102,23,4,0,1
35108,31,3,1,0
35112,20,3,0,1
35113,21,4,0,1
35116,85,3,0,1
35117,53,3,0,1
35119,46,4,0,1
35120,76,1,1,0
35121,73,4,1,0
35122,70,3,0,1
35124,25,1,0,1
35125,69,3,0,1
35126,28,1,1,0
35127,29,4,0,1
35128,48,4,1,0
35131,47,5,1,0
35132,85,5,0,1
35133,51,4,0,1
35134,21,4,1,0
35135,33,3,1,0
35138,29,4,0,1
35142,81,4,1,0
35143,71,3,1,0
35144,66,1,1,0
35146,85,4,0,1
35149,29,3,0,1
35150,27,4,1,0
35151,81,3,0,1
35154,23,4,0,1
35155,41,5,0,1
35156,85,1,0,1
35157,46,5,1,0
35159,25,4,0,1
35161,62,1,0,1
35162,25,2,0,1
35163,36,4,1,0
35165,85,4,0,1
35166,42,4,0,1
35169,25,1,1,0
35171,44,5,1,0
35172,35,5,0,1
35174,29,5,1,0
35175,85,5,0,1
35178,69,5,1,0
35180,33,2,0,1
35181,66,4,0,1
35183,28,3,0,1
35184,21,3,0,1
35185,81,2,1,0
35186,45,3,1,0
35188,33,3,1,0
35190,54,5,1,0
35191,30,4,0,1
35195,59,2,1,0
35198,61,3,0,1
35202,48,4,0,1
35203,72,3,0,1
35205,32,1,0,1
35206,68,1,1,0
35208,56,3,1,0
35211,40,4,1,0
35212,22,2,0,1
35213,42,5,1,0
35214,50,4,1,0
35215,52,1,0,1
35216,71,2,0,1
35218,37,4,0,1
35219,30,5,0,1
35220,41,5,1,0
35221,61,1,0,1
35222,24,4,1,0
35224,20,4,0,1
35225,48,5,1,0
35228,36,5,1,0
35232,67,3,0,1
35233,47,3,1,0
35234,80,4,0,1
35235,82,3,0,1
35237,67,4,1,0
35238,51,4,0,1
35241,30,2,0,1
35245,67,5,1,0
35247,34,5,0,1
35248,37,4,1,0
35249,83,3,0,1
35255,45,4,0,1
35257,21,4,0,1
35260,74,1,0,1
35261,24,2,0,1
35263,27,2,0,1
35265,33,5,0,1
35266,34,5,1,0
35268,39,3,1,0
35273,79,1,1,0
35278,29,3,0,1
35280,23,2,1,0
35284,54,1,1,0
35287,45,4,0,1
35290,52,4,1,0
35292,20,3,0,1
35297,28,3,0,1
35298,52,4,0,1
35299,48,4,1,0
35301,80,4,0,1
35302,24,1,1,0
35305,39,1,1,0
35306,78,2,1,0
35308,22,3,0,1
35311,72,3,0,1
35312,52,3,1,0
35313,76,1,0,1
35315,60,5,0,1
35318,32,5,0,1
35321,29,4,0,1
35322,28,3,1,0
35324,76,3,1,0
35325,35,2,0,1
35326,50,4,0,1
35328,23,3,0,1
35329,55,4,1,0
35330,21,3,1,0
35331,34,2,1,0
35336,22,1,0,1
35337,41,1,1,0
35339,41,3,0,1
35341,81,5,0,1
35342,30,3,1,0
35343,36,5,0,1
35344,31,4,0,1
35345,48,4,1,0
35348,30,2,1,0
35349,63,3,0,1
35352,85,4,0,1
35353,73,5,1,0
35362,69,1,1,0
35364,26,1,1,0
35367,57,5,1,0
35369,25,2,0,1
35372,38,4,1,0
35374,72,5,1,0
35375,65,4,0,1
35376,28,4,0,1
35377,22,3,0,1
35381,22,4,1,0
35384,71,1,0,1
35385,66,5,0,1
35390,21,2,0,1
35391,28,1,1,0
35392,64,3,1,0
35395,30,5,1,0
35396,83,5,0,1
35397,49,3,0,1
35399,31,3,1,0
35402,36,2,0,1
35403,35,5,0,1
35407,67,2,1,0
35408,66,2,1,0
35410,42,4,1,0
35412,34,5,1,0
35413,63,5,1,0
35414,42,5,0,1
35416,63,5,1,0
35418,29,2,0,1
35420,64,4,1,0
35423,21,4,1,0
35424,50,4,0,1
35430,66,3,0,1
35432,84,4,1,0
35434,71,2,1,0
35435,29,5,1,0
35437,66,2,0,1
35438,25,5,1,0
35439,78,3,0,1
35441,20,2,1,0
35442,41,4,1,0
35444,80,4,1,0
35445,25,2,0,1
35446,25,1,0,1
35453,35,1,0,1
35454,26,4,0,1
35455,53,5,0,1
35456,30,2,0,1
35457,23,5,0,1
35458,23,4,1,0
35464,28,2,1,0
35465,70,3,1,0
35466,25,1,0,1
35469,45,5,1,0
35473,49,4,1,0
35475,67,4,0,1
35482,40,4,1,0
35485,85,1,0,1
35486,36,3,1,0
35488,43,2,1,0
35489,27,1,1,0
35490,35,5,0,1
35493,69,4,1,0
35495,76,1,0,1
35496,24,4,0,1
35497,24,2,1,0
35500,39,3,0,1
35501,54,5,0,1
35502,82,4,0,1
35504,22,4,0,1
35505,30,4,1,0
35506,38,3,1,0
35507,85,4,0,1
35509,43,3,1,0
35510,37,2,0,1
35513,26,4,0,1
35515,58,4,1,0
35517,73,3,1,0
35518,35,5,0,1
35521,25,3,1,0
35522,85,4,0,1
35525,43,3,1,0
35528,71,3,1,0
35529,50,4,1,0
35530,44,3,0,1
35531,40,3,1,0
35535,85,5,0,1
35537,53,5,0,1
35539,27,4,0,1
35541,25,3,0,1
35543,54,4,0,1
35544,27,5,1,0
35545,24,4,0,1
35547,73,5,1,0
35548,24,4,0,1
35549,70,3,0,1
35550,24,3,1,0
35551,80,2,0,1
35552,23,3,0,1
35554,20,4,1,0
35558,84,1,0,1
35559,62,3,0,1
35561,61,5,0,1
35564,66,2,0,1
35567,47,4,1,0
35569,85,3,1,0
35571,22,4,0,1
35572,40,3,1,0
35573,63,1,0,1
35575,33,1,0,1
35577,38,3,0,1
35578,68,5,1,0
35579,61,1,1,0
35580,44,5,0,1
35584,25,2,1,0
35586,67,2,0,1
35588,67,3,0,1
35591,70,3,1,0
35592,85,1,0,1
35593,39,5,1,0
35594,49,5,0,1
35602,85,3,0,1
35604,25,3,0,1
35607,48,4,1,0
35608,58,2,1,0
35609,64,4,0,1
35612,42,5,1,0
35614,73,3,1,0
35616,51,5,0,1
35617,81,3,0,1
35619,72,2,1,0
35620,83,4,0,1
35621,20,4,0,1
35624,62,4,0,1
35625,63,3,0,1
35626,85,1,0,1
35628,28,3,0,1
35632,41,5,1,0
35633,58,5,0,1
35635,75,5,0,1
35638,37,2,0,1
35639,38,1,0,1
35642,20,3,1,0
35645,85,4,1,0
35646,46,5,1,0
35650,20,2,1,0
35651,31,5,1,0
35652,65,1,1,0
35653,38,3,1,0
35654,56,1,0,1
35655,42,2,1,0
35657,29,5,0,1
35659,53,3,0,1
35662,34,4,0,1
35664,48,2,1,0
35665,85,1,1,0
35667,73,4,0,1
35668,81,3,0,1
35672,40,5,0,1
35673,71,4,1,0
35675,70,3,0,1
35676,21,5,1,0
35678,22,2,1,0
35679,50,4,1,0
35684,42,1,0,1
35685,51,4,1,0
35686,54,3,0,1
35687,70,5,0,1
35688,85,3,1,0
35689,71,1,0,1
35690,35,5,0,1
35691,46,2,1,0
35692,23,5,0,1
35694,85,4,0,1
35695,30,4,0,1
35696,51,5,0,1
35701,40,1,1,0
35703,20,4,1,0
35704,29,5,0,1
35707,40,1,1,0
35708,66,3,0,1
35709,45,3,0,1
35710,29,5,0,1
35713,28,3,1,0
35715,41,4,1,0
35718,77,3,0,1
35719,48,3,1,0
35722,40,3,0,1
35724,70,5,0,1
35725,36,3,0,1
35728,85,3,0,1
35729,41,4,0,1
35737,77,5,0,1
35738,22,3,0,1
35741,30,3,1,0
35743,40,5,1,0
35745,66,2,1,0
35747,32,4,1,0
35750,33,2,1,0
35751,58,3,0,1
35755,22,2,0,1
35756,80,3,0,1
35760,20,4,1,0
35763,46,4,1,0
35764,59,4,1,0
35765,23,5,0,1
35766,68,2,1,0
35770,43,4,0,1
35775,42,4,0,1
35778,47,3,0,1
35781,50,3,0,1
35783,80,5,1,0
35784,78,1,0,1
35785,49,1,1,0
35788,72,5,1,0
35789,21,3,1,0
35790,51,3,1,0
35792,75,3,0,1
35793,43,5,1,0
35795,29,4,0,1
35796,30,2,1,0
35798,65,3,1,0
35799,32,2,1,0
35802,76,3,1,0
35805,45,4,1,0
35808,50,5,0,1
35809,74,2,1,0
35810,51,4,1,0
35818,85,3,1,0
35821,22,3,0,1
35822,42,4,1,0
35823,47,4,0,1
35826,72,2,1,0
35827,53,2,1,0
35829,30,4,1,0
35832,81,5,1,0
35833,25,4,0,1
35834,28,1,1,0
35838,43,2,1,0
35839,30,2,1,0
35846,39,3,1,0
35851,27,5,1,0
35852,23,3,0,1
35854,25,3,1,0
35856,42,5,1,0
35858,72,3,1,0
35863,56,4,1,0
35865,39,3,1,0
35866,40,3,0,1
35867,66,3,0,1
35870,41,1,1,0
35874,51,3,1,0
35877,85,1,0,1
35880,51,4,0,1
35881,24,3,0,1
35882,76,2,0,1
35883,68,5,1,0
35884,60,1,1,0
35887,73,5,1,0
35888,49,1,1,0
35890,23,3,0,1
35891,63,4,1,0
35895,37,4,0,1
35896,34,2,0,1
35897,41,3,1,0
35902,50,1,0,1
35904,64,2,0,1
35907,85,4,1,0
35908,72,4,1,0
35910,38,3,1,0
35915,30,2,1,0
35918,51,1,1,0
35919,30,1,1,0
35922,69,3,0,1
35927,50,3,0,1
35928,62,4,0,1
35935,21,2,0,1
35936,62,3,1,0
35937,54,1,0,1
35940,42,3,0,1
35941,51,3,0,1
35942,25,5,1,0
35943,29,5,1,0
35947,60,1,0,1
35955,42,2,0,1
35956,37,2,0,1
35957,59,2,0,1
35958,63,4,1,0
35959,43,5,0,1
35960,22,3,0,1
35961,66,3,1,0
35963,74,1,0,1
35968,42,5,1,0
35972,61,4,1,0
35974,30,5,0,1
35976,59,3,0,1
35977,66,3,1,0
35980,54,5,0,1
35982,59,4,0,1
35983,67,5,0,1
35988,43,3,1,0
35989,30,3,1,0
35990,22,3,0,1
35991,28,3,0,1
35999,69,1,0,1
36002,33,3,1,0
36003,26,4,0,1
36004,40,5,0,1
36005,20,4,1,0
36006,25,4,0,1
36007,45,4,0,1
36008,24,2,0,1
36011,43,5,0,1
36014,49,2,1,0
36015,22,5,0,1
36017,32,4,0,1
36018,27,4,0,1
36020,82,3,0,1
36024,50,5,0,1
36027,26,1,1,0
36030,29,5,0,1
36031,27,4,0,1
36033,20,3,0,1
36036,55,2,0,1
36038,55,5,1,0
36040,28,4,0,1
36045,20,4,0,1
36047,47,1,1,0
36048,82,4,1,0
36050,31,4,1,0
36052,58,5,1,0
36056,25,4,1,0
36057,58,3,1,0
36058,69,2,0,1
36059,37,3,1,0
36060,30,5,1,0
36061,22,5,0,1
36062,27,4,0,1
36065,55,4,0,1
36066,84,4,1,0
36067,23,2,1,0
36069,40,5,0,1
36070,42,2,1,0
36074,70,5,1,0
36075,59,2,1,0
36076,37,5,0,1
36077,72,3,0,1
36079,30,2,0,1
36081,59,5,0,1
36085,62,2,0,1
36087,54,2,1,0
36090,30,1,0,1
36091,56,4,0,1
36092,21,4,1,0
36093,31,5,1,0
36095,24,4,0,1
36099,30,5,0,1
36100,80,3,0,1
36101,43,4,0,1
36102,50,4,0,1
36104,22,4,0,1
36105,38,1,0,1
36108,76,1,1,0
36112,74,3,0,1
36113,36,3,0,1
36115,24,2,1,0
36116,45,3,1,0
36117,35,2,1,0
36118,73,3,1,0
36119,83,3,1,0
36122,41,1,1,0
36123,26,5,1,0
36125,30,5,0,1
36129,68,4,0,1
36132,48,4,0,1
36133,43,5,0,1
36134,44,4,0,1
36138,30,4,0,1
36140,61,4,1,0
36143,32,3,0,1
36144,29,1,0,1
36147,79,3,0,1
36148,44,3,1,0
36149,38,2,0,1
36150,26,4,1,0
36155,53,4,0,1
36159,65,1,1,0
36160,47,4,0,1
36161,25,4,0,1
36164,46,4,1,0
36165,36,4,1,0
36168,21,3,0,1
36169,51,4,1,0
36171,45,4,0,1
36174,78,4,0,1
36176,41,3,0,1
36177,20,3,0,1
36178,21,3,0,1
36179,49,2,1,0
36182,34,1,0,1
36184,59,5,0,1
36186,22,2,1,0
36187,85,4,0,1
36190,59,5,1,0
36193,54,4,1,0
36194,46,3,0,1
36197,60,2,0,1
36200,32,4,1,0
36201,58,1,1,0
36205,85,1,0,1
36206,31,1,1,0
36207,85,1,1,0
36209,56,4,1,0
36211,81,2,0,1
36213,58,4,1,0
36214,24,4,1,0
36216,75,4,1,0
36218,54,5,0,1
36220,65,3,0,1
36223,71,2,1,0
36226,64,4,1,0
36227,62,3,1,0
36228,29,1,0,1
36229,30,5,1,0
36232,30,3,0,1
36234,20,2,1,0
36235,28,3,0,1
36237,82,1,1,0
36240,41,4,1,0
36241,24,4,0,1
36246,20,2,0,1
36247,60,3,1,0
36249,35,2,0,1
36250,77,1,0,1
36251,84,2,0,1
36257,55,4,0,1
36265,54,4,0,1
36266,85,1,0,1
36267,20,3,0,1
36268,49,5,0,1
36275,84,2,1,0
36276,30,5,0,1
36277,65,5,0,1
36278,38,4,1,0
36279,76,3,0,1
36280,52,2,0,1
36281,66,4,0,1
36283,85,2,0,1
36284,64,3,1,0
36285,34,1,0,1
36286,64,5,1,0
36290,31,5,0,1
36291,72,3,1,0
36292,46,1,1,0
36293,55,1,1,0
36294,45,5,1,0
36296,51,5,0,1
36297,31,2,0,1
36298,72,5,1,0
36301,22,2,0,1
36302,26,1,0,1
36303,28,1,0,1
36307,40,4,0,1
36309,47,5,0,1
36311,63,2,1,0
36314,26,4,0,1
36319,65,4,1,0
36321,22,5,0,1
36323,50,3,0,1
36328,83,4,1,0
36329,41,4,0,1
36331,85,2,0,1
36332,33,5,0,1
36333,79,3,0,1
36335,46,5,0,1
36336,45,5,0,1
36339,70,2,1,0
36340,63,1,1,0
36342,41,4,0,1
36343,48,4,1,0
36344,36,2,1,0
36346,85,4,1,0
36347,47,2,0,1
36348,26,2,1,0
36350,24,3,0,1
36351,64,4,1,0
36352,44,4,1,0
36354,70,3,1,0
36356,64,5,0,1
36357,47,4,1,0
36358,47,1,0,1
36362,49,2,0,1
36363,39,4,1,0
36365,22,3,1,0
36369,41,4,0,1
36370,24,4,0,1
36373,69,2,1,0
36374,21,3,1,0
36379,58,3,0,1
36389,49,4,0,1
36390,67,2,1,0
36391,24,2,0,1
36394,54,5,0,1
36396,31,3,1,0
36398,63,1,1,0
36400,41,2,0,1
36401,66,5,1,0
36405,54,5,1,0
36407,80,2,1,0
36408,42,4,1,0
36409,61,4,1,0
36414,80,1,1,0
36415,85,3,0,1
36416,24,4,0,1
36418,23,2,1,0
36419,35,5,0,1
36421,24,2,0,1
36424,24,3,0,1
36427,53,5,0,1
36428,45,4,1,0
36432,84,3,0,1
36436,49,5,0,1
36437,50,1,0,1
36438,35,5,0,1
36440,65,3,0,1
36442,65,1,1,0
36444,22,4,0,1
36446,56,3,0,1
36451,65,2,0,1
36454,24,5,0,1
36458,54,3,1,0
36461,20,3,0,1
36462,60,5,0,1
36464,59,3,1,0
36465,32,3,0,1
36466,21,2,0,1
36468,43,5,1,0
36469,53,1,1,0
36472,82,2,0,1
36474,24,3,0,1
36475,33,5,0,1
36478,67,1,1,0
